"Gene_ID","Cahn_Methylation_status","Bewick_Classification","Both_gbM","Both_TE_like","H2AZ_Depleted","H2AZ_Enriched"
"AT3G04450","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04460","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G04470","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04480","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04490","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04500","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G04510","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04520","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04545","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04560","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04580","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04590","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04600","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G04610","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04620","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04630","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04640","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04650","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04660","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04670","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04680","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04690","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04700","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04710","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04721",NA,"Unmethylated",NA,NA,NA,NA
"AT3G04730","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04732",NA,"Unmethylated",NA,NA,NA,NA
"AT3G04735","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04740","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04750","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04760","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04780","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04800","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04810","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04820","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04830","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G04840","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04850","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04854","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04855","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04870","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G04880","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04890","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04900","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04903","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04910","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04920","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04930","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04940","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04943","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04945","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04960","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G04970","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04980","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G04990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G04997",NA,"Unmethylated",NA,NA,NA,NA
"AT3G05000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05010","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05020","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05030","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05035","Unmethylated",NA,NA,NA,NA,NA
"AT3G05040","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05050","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05060","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05070","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05090","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05100","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05110","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05120","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05130","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05140","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05150","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05155","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05165","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05170","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05180","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05190","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05193",NA,"Unmethylated",NA,NA,NA,NA
"AT3G05200","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05210","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05220","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05230","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05240","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05250","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05270","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05280","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05290","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05300","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05310","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT3G05320","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05327","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05330","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05340","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05345","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05350","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05360","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05365","Unmethylated",NA,NA,NA,NA,NA
"AT3G05370","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05380","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05390","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05410","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05420","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05425","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05430","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05460","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05470","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05480","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05490","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05510","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05520","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05530","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05540","TE-like methylation","mCHG",FALSE,TRUE,NA,NA
"AT3G05545","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05560","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05570","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05580","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05590","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05600","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05602",NA,"Unmethylated",NA,NA,NA,NA
"AT3G05610","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05620","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05625","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05630","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05640","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05650","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05660","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05670","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G05675","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05680","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05685","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05690","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05700","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05710","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05720","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05725","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT3G05727","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05730","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05740","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05741","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05746","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05750","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT3G05760","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05770","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05775","Unmethylated",NA,NA,NA,NA,NA
"AT3G05780","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05790","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05800","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05810","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05820","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05830","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05840","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G05850","gbM",NA,NA,NA,NA,NA
"AT3G05858","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05870","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05880","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05890","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05900","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05910","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G05920","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05930","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05935","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05936","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05937","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05940","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05960","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05970","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G05975","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05980","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G05990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06010","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06019","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06020","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06030","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06035","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06040","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06050","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06060","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06070","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06080","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06085","Unmethylated",NA,NA,NA,NA,NA
"AT3G06090","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06100","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06110","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06120","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06130","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06140","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06142",NA,"Unmethylated",NA,NA,NA,NA
"AT3G06145","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06150","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06160","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06170","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06180","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06190","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06200","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06210","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06220","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06230","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06240","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06250","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06270","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06280","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06290","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06300","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06320","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06330","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06340","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06350","TE-like methylation","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06360","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06370","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06380","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06390","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06400","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06410","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06430","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06435","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT3G06436","Unmethylated",NA,NA,NA,NA,NA
"AT3G06440","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06450","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G06455","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06460","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06470","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06480","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06483","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06490","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06500","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G06510","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06520","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06530","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06540","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06545","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06550","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06560","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06580","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06590","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06600","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06610","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06620","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06630","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT3G06640","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06650","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06660","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06670","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06680","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06690","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06700","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06710","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06720","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06730","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06740","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06750","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06760","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06770","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06778","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06780","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06810","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06820","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06830","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06840","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06850","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06860","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06868","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06870","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06880","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G06890","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06895","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06910","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06920","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06930","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G06950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06960","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06970","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06980","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G06985","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G06990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07005","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07010","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07020","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G07030","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07050","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07060","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G07070","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07080","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G07090","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07100","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07110","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07120","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07130","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07140","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G07150","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07160","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07170","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07180","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07190","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07195","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07200","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07210","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G07220","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07230","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07250","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07255","TE-like methylation",NA,NA,NA,NA,NA
"AT3G07260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07270","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT3G07273","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07290","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07300","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G07310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07320","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07330","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07340","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07350","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07360","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07370","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G07380","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07390","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07400","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07420","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07425","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07460","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07470","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07480","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07490","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07500","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07510","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07520","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G07522","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07525","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07530","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G07540","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07560","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT3G07565","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07568","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07570","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT3G07580","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07590","gbM","gbM",TRUE,FALSE,NA,NA
"AT3G07600","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07610","TE-like methylation","gbM",FALSE,FALSE,NA,NA
"AT3G07620","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07630","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07640","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07650","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT3G07660","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT3G07670","gbM","Unmethylated",FALSE,FALSE,NA,NA
