"Gene_ID","Cahn_Methylation_status","Bewick_Classification","Both_gbM","Both_TE_like","H2AZ_Depleted","H2AZ_Enriched"
"AT2G24020","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24030","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24050","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G24060","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24070","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G24080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24090","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24100","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24120","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G24130","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24140","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24150","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24170","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24180","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24190","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24195","Unmethylated",NA,NA,NA,NA,NA
"AT2G24200","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24205","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G24210","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24220","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24230","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G24240","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24250","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24255","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24270","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24280","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24285","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24290","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24300","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G24310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24320","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24330","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G24340","TE-like methylation","mCHH",FALSE,TRUE,TRUE,FALSE
"AT2G24350","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24360","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G24370","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24390","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24395","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24400","Unmethylated","gbM",FALSE,FALSE,NA,NA
"AT2G24410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24420","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24440","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24450","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24460","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24470","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24480","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24490","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24510","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24513",NA,"mCHH",NA,NA,NA,NA
"AT2G24520","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G24530","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24535","gbM",NA,NA,NA,NA,NA
"AT2G24540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24560","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24580","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24590","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24592",NA,"Unmethylated",NA,NA,NA,NA
"AT2G24600","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24610","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24615","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24617","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24620","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24625","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24630","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24640","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G24645","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24650","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24670","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24680","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24681","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24683","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24690","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G24692","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24693","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24696","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24700","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24710","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24720","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24740","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24762","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24765","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G24780","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24800","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24820","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24830","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G24834",NA,"Unmethylated",NA,NA,NA,NA
"AT2G24840","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24850","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24870","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G24880","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G24940","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G24945","TE-like methylation","mCHH",FALSE,TRUE,FALSE,TRUE
"AT2G24950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24960","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G24970","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24980","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G24990","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G25000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25010","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G25050","TE-like methylation","gbM",FALSE,FALSE,TRUE,FALSE
"AT2G25052",NA,"Unmethylated",NA,NA,NA,NA
"AT2G25055","Unmethylated",NA,NA,NA,NA,NA
"AT2G25060","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25070","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25090","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25100","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25110","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25120","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25125","Unmethylated",NA,NA,NA,NA,NA
"AT2G25130","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25140","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G25150","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25160","TE-like methylation","mCHG",FALSE,TRUE,FALSE,TRUE
"AT2G25169","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25170","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25180","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25185","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25190","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25200","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25210","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25215","Unmethylated",NA,NA,NA,NA,NA
"AT2G25220","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25230","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25240","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25250","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25270","gbM","mCHH",FALSE,FALSE,NA,NA
"AT2G25280","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25290","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25295","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25297","Unmethylated",NA,NA,NA,NA,NA
"AT2G25300","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25305","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25310","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25312","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25320","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25330","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25340","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25344","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25350","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G25355","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25360","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25370","TE-like methylation","mCHH",FALSE,TRUE,FALSE,TRUE
"AT2G25409","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25410","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G25420","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25430","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G25440","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25460","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25470","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25480","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25482","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25490","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25500","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25510","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25520","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25530","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25540","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25560","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25565","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25570","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25580","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25590","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25600","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25605","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25610","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25620","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25625","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25630","TE-like methylation","gbM",FALSE,FALSE,NA,NA
"AT2G25640","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G25650","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25660","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25670","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25680","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25685","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25690","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25697",NA,"Unmethylated",NA,NA,NA,NA
"AT2G25700","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25710","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25730","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25735","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25737","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25740","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25760","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25780","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25790","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25800","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25820","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25830","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25840","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25850","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25870","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G25880","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25890","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25900","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25905","Unmethylated",NA,NA,NA,NA,NA
"AT2G25910","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G25920","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25930","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25940","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25964","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G25970","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G25980","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G25990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26000","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26010","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26020","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26030","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26050","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26060","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26070","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26080","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26100","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26110","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26120","TE-like methylation","mCHG",FALSE,TRUE,NA,NA
"AT2G26130","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26135","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26140","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26150","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26170","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26180","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26190","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26200","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26210","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26230","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26240","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26250","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26260","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26267",NA,"Unmethylated",NA,NA,NA,NA
"AT2G26270","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26280","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26290","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26300","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26310","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26320","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26330","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26340","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G26350","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26360","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26370","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26380","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26390","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26420","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26430","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26460","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26470","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26480","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26490","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26510","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26511",NA,"Unmethylated",NA,NA,NA,NA
"AT2G26515","Unmethylated",NA,NA,NA,NA,NA
"AT2G26520","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26540","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26550","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26560","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26570","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26580","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26590","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26600","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26610","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26620","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G26640","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26650","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26660","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26670","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26680","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26690","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26695","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26700","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26710","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26730","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26740","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26750","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26760","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26770","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26780","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26790","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26800","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26810","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26820","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26830","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G26840","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26850","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26860","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G26865","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26870","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G26880","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26890","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26900","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G26910","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G26920","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26930","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26940","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26950","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26960","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26970","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26975","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G26980","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G26990","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G27000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27010","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27020","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G27030","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27035","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27040","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G27050","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27060","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27070","TE-like methylation","mCHH",FALSE,TRUE,FALSE,TRUE
"AT2G27080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27090","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27100","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G27110","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27120","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27130","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27140","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27145","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27150","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27170","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27180","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27190","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27200","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27210","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27220","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27228",NA,"Unmethylated",NA,NA,TRUE,FALSE
"AT2G27229","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27230","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27240","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27250","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27270","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27280","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27285","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27290","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27300","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27313","Unmethylated",NA,NA,NA,NA,NA
"AT2G27315","TE-like methylation","gbM",FALSE,FALSE,NA,NA
"AT2G27320","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G27330","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27340","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G27350","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27360","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27370","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27380","TE-like methylation","mCHH",FALSE,TRUE,TRUE,FALSE
"AT2G27385","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27389","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27390","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27402","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
